Date,NewCustomers,ProductsSold,PPC-Incremental,TotalCustomers,TotalProducts,PPC-Total,NewSAAccounts,NewCAAccounts,NewCreditCards,NewDmatA/c,AverageSABalance,AverageCABalance,NewLoans,Repayments,Total Loans,Fresh SMA1,Fresh SMA2,Fresh NPA,Recovery
10/22/2015, 16.0 , 20.0 , 1.3 ," 78,502.0 "," 103,856.0 ",1.322972663,7,3,0,2," 13,110.0 ",42336,545000,273000,1529884000,54500,21840,13650,1228.5
10/23/2015, 21.0 , 22.0 , 1.0 ," 78,523.0 "," 103,878.0 ",1.322899023,7,3,2,1," 13,248.0 ",42768,490000,306000,1530068000,53900,24480,9180,826.2
10/26/2015, 33.0 , 37.0 , 1.1 ," 78,556.0 "," 103,915.0 ",1.322814298,16,5,3,1," 13,524.0 ",41040,480000,294000,1530254000,48000,20580,14700,1470
10/27/2015, 43.0 , 46.0 , 1.1 ," 78,599.0 "," 103,961.0 ",1.322675861,14,9,4,1," 13,662.0 ",42336,450000,306000,1530398000,36000,24480,15300,1683
10/28/2015, 22.0 , 23.0 , 1.0 ," 78,621.0 "," 103,984.0 ",1.322598288,7,4,1,0," 13,386.0 ",41040,495000,270000,1530623000,49500,16200,13500,1350
10/29/2015, 23.0 , 25.0 , 1.1 ," 78,644.0 "," 104,009.0 ",1.322529373,10,5,2,2," 13,662.0 ",42768,495000,270000,1530848000,39600,18900,10800,1296
10/30/2015, 49.0 , 50.0 , 1.0 ," 78,693.0 "," 104,059.0 ",1.32234125,20,7,5,4," 13,110.0 ",42336,455000,270000,1531033000,45500,21600,10800,1296
11/2/2015, 34.0 , 37.0 , 1.1 ," 78,727.0 "," 104,096.0 ",1.322240146,11,6,1,3," 13,524.0 ",41904,460000,327000,1531166000,50600,16350,13080,1046.4
11/3/2015, 6.0 , 9.0 , 1.5 ," 78,733.0 "," 104,105.0 ",1.322253693,3,1,1,0," 13,800.0 ",43200,515000,279000,1531402000,46350,19530,8370,753.3
11/4/2015, 8.0 , 10.0 , 1.3 ," 78,741.0 "," 104,115.0 ",1.322246352,4,1,1,1," 13,248.0 ",41040,450000,309000,1531543000,40500,21630,9270,1019.7
11/5/2015, 39.0 , 43.0 , 1.1 ," 78,780.0 "," 104,158.0 ",1.322137598,19,6,3,4," 13,524.0 ",42336,495000,309000,1531729000,59400,21630,12360,1359.6
11/6/2015, 17.0 , 20.0 , 1.2 ," 78,797.0 "," 104,178.0 ",1.322106172,10,2,2,1," 13,110.0 ",41472,475000,291000,1531913000,38000,17460,11640,1047.6
11/9/2015, 29.0 , 33.0 , 1.1 ," 78,826.0 "," 104,211.0 ",1.322038414,11,5,2,1," 13,524.0 ",41472,490000,330000,1532073000,44100,26400,13200,1056
11/10/2015, 21.0 , 25.0 , 1.2 ," 78,847.0 "," 104,236.0 ",1.322003374,12,5,1,2," 13,662.0 ",43200,535000,309000,1532299000,53500,15450,12360,1359.6
11/11/2015, 33.0 , 36.0 , 1.1 ," 78,880.0 "," 104,272.0 ",1.321906694,17,4,1,4," 13,524.0 ",41472,480000,303000,1532476000,38400,18180,15150,1666.5
11/12/2015, 25.0 , 27.0 , 1.1 ," 78,905.0 "," 104,299.0 ",1.321830049,9,5,1,1," 13,524.0 ",41472,450000,285000,1532641000,45000,17100,11400,1140
11/13/2015, 43.0 , 46.0 , 1.1 ," 78,948.0 "," 104,345.0 ",1.32169276,23,9,4,4," 13,248.0 ",42336,550000,327000,1532864000,66000,19620,9810,981
11/16/2015, 17.0 , 21.0 , 1.2 ," 78,965.0 "," 104,366.0 ",1.321674159,10,3,2,2," 13,524.0 ",42336,545000,291000,1533118000,65400,23280,14550,1309.5
11/17/2015, 27.0 , 31.0 , 1.1 ," 78,992.0 "," 104,397.0 ",1.321614847,9,5,2,3," 13,110.0 ",42336,495000,270000,1533343000,39600,16200,10800,972
11/18/2015, 50.0 , 50.0 , 1.0 ," 79,042.0 "," 104,447.0 ",1.321411402,18,5,4,3," 13,110.0 ",43200,475000,324000,1533494000,47500,22680,9720,972
11/19/2015, 3.0 , 3.0 , 1.0 ," 79,045.0 "," 104,450.0 ",1.321399203,1,0,0,0," 13,524.0 ",42768,470000,318000,1533646000,42300,19080,9540,763.2
11/20/2015, 27.0 , 30.0 , 1.1 ," 79,072.0 "," 104,480.0 ",1.321327398,13,6,2,1," 13,248.0 ",41904,515000,288000,1533873000,41200,14400,14400,1296
11/23/2015, 39.0 , 43.0 , 1.1 ," 79,111.0 "," 104,523.0 ",1.321219552,17,9,1,1," 13,248.0 ",42336,460000,327000,1534006000,50600,16350,16350,1635
11/24/2015, 11.0 , 14.0 , 1.3 ," 79,122.0 "," 104,537.0 ",1.321212811,5,2,1,1," 13,524.0 ",42768,470000,294000,1534182000,42300,20580,11760,940.8
11/25/2015, 18.0 , 21.0 , 1.2 ," 79,140.0 "," 104,558.0 ",1.32117766,9,3,1,2," 13,386.0 ",42768,530000,312000,1534400000,63600,18720,15600,1248
11/26/2015, 26.0 , 30.0 , 1.2 ," 79,166.0 "," 104,588.0 ",1.321122704,12,5,2,1," 13,800.0 ",43200,470000,327000,1534543000,42300,16350,16350,1308
11/27/2015, 32.0 , 37.0 , 1.2 ," 79,198.0 "," 104,625.0 ",1.321056087,14,5,4,1," 13,248.0 ",43200,545000,297000,1534791000,49050,14850,8910,712.8
11/30/2015, 38.0 , 40.0 , 1.1 ," 79,236.0 "," 104,665.0 ",1.320927356,20,7,3,1," 13,386.0 ",41472,450000,306000,1534935000,54000,18360,9180,1009.8
12/1/2015, 19.0 , 21.0 , 1.1 ," 79,255.0 "," 104,686.0 ",1.320875655,6,2,2,0," 13,800.0 ",41904,480000,297000,1535118000,38400,23760,11880,1069.2
12/2/2015, 19.0 , 19.0 , 1.0 ," 79,274.0 "," 104,705.0 ",1.320798749,7,3,1,2," 13,662.0 ",41904,510000,321000,1535307000,51000,22470,9630,770.4
12/3/2015, 6.0 , 10.0 , 1.7 ," 79,280.0 "," 104,715.0 ",1.320824924,4,2,1,1," 13,386.0 ",42336,455000,270000,1535492000,54600,18900,8100,729
12/4/2015, 18.0 , 19.0 , 1.1 ," 79,298.0 "," 104,734.0 ",1.32076471,9,2,1,2," 13,524.0 ",41904,470000,279000,1535683000,56400,16740,11160,1116
12/7/2015, 45.0 , 46.0 , 1.0 ," 79,343.0 "," 104,780.0 ",1.32059539,16,9,5,2," 13,662.0 ",43200,450000,285000,1535848000,54000,22800,8550,1026
12/8/2015, 15.0 , 18.0 , 1.2 ," 79,358.0 "," 104,798.0 ",1.320572595,6,3,2,0," 13,800.0 ",41472,505000,324000,1536029000,45450,19440,16200,1458
12/9/2015, 16.0 , 20.0 , 1.3 ," 79,374.0 "," 104,818.0 ",1.320558369,10,2,2,2," 13,524.0 ",42768,525000,276000,1536278000,52500,13800,8280,910.8
12/10/2015, 34.0 , 39.0 , 1.1 ," 79,408.0 "," 104,857.0 ",1.320484082,14,5,3,4," 13,662.0 ",41040,530000,282000,1536526000,58300,16920,14100,1692
12/11/2015, 24.0 , 29.0 , 1.2 ," 79,432.0 "," 104,886.0 ",1.320450196,9,4,2,3," 13,800.0 ",41040,515000,270000,1536771000,61800,16200,10800,1188
12/14/2015, 40.0 , 43.0 , 1.1 ," 79,472.0 "," 104,929.0 ",1.320326656,21,6,4,3," 13,110.0 ",41904,470000,306000,1536935000,56400,15300,15300,1530
12/15/2015, 44.0 , 48.0 , 1.1 ," 79,516.0 "," 104,977.0 ",1.320199708,17,5,3,2," 13,800.0 ",42768,460000,288000,1537107000,50600,23040,8640,950.4
12/16/2015, 50.0 , 51.0 , 1.0 ," 79,566.0 "," 105,028.0 ",1.32001106,19,8,3,3," 13,248.0 ",42336,465000,291000,1537281000,46500,14550,8730,1047.6
12/17/2015, 2.0 , 6.0 , 3.0 ," 79,568.0 "," 105,034.0 ",1.320053288,2,1,1,0," 13,800.0 ",41904,490000,318000,1537453000,53900,22260,9540,1049.4
12/18/2015, 36.0 , 41.0 , 1.1 ," 79,604.0 "," 105,075.0 ",1.319971358,15,8,4,3," 13,524.0 ",42336,540000,285000,1537708000,48600,17100,11400,1368
12/21/2015, 15.0 , 18.0 , 1.2 ," 79,619.0 "," 105,093.0 ",1.319948756,7,4,0,2," 13,662.0 ",41904,525000,276000,1537957000,63000,19320,11040,1324.8
12/22/2015, 42.0 , 42.0 , 1.0 ," 79,661.0 "," 105,135.0 ",1.319780068,16,6,3,1," 13,662.0 ",42336,540000,318000,1538179000,43200,25440,15900,1272
12/23/2015, 18.0 , 22.0 , 1.2 ," 79,679.0 "," 105,157.0 ",1.319758029,10,3,2,1," 13,662.0 ",41472,460000,303000,1538336000,46000,15150,9090,818.1
12/24/2015, 48.0 , 52.0 , 1.1 ," 79,727.0 "," 105,209.0 ",1.319615689,18,10,3,3," 13,800.0 ",43200,510000,318000,1538528000,51000,15900,9540,1144.8
12/25/2015, 24.0 , 28.0 , 1.2 ," 79,751.0 "," 105,237.0 ",1.319569661,12,4,1,2," 13,110.0 ",41472,470000,273000,1538725000,56400,21840,10920,1201.2
12/28/2015, 34.0 , 36.0 , 1.1 ," 79,785.0 "," 105,273.0 ",1.319458545,17,5,2,4," 13,386.0 ",41040,545000,276000,1538994000,43600,16560,11040,1214.4
12/29/2015, 41.0 , 42.0 , 1.0 ," 79,826.0 "," 105,315.0 ",1.319306993,15,4,3,4," 13,662.0 ",41904,505000,270000,1539229000,45450,21600,10800,1080
12/30/2015, 32.0 , 37.0 , 1.2 ," 79,858.0 "," 105,352.0 ",1.319241654,15,6,2,3," 13,248.0 ",41904,550000,297000,1539482000,44000,23760,8910,1069.2
12/31/2015, 33.0 , 34.0 , 1.0 ," 79,891.0 "," 105,386.0 ",1.319122304,12,6,3,1," 13,110.0 ",43200,470000,321000,1539631000,37600,16050,12840,1027.2
1/1/2016, 15.0 , 18.0 , 1.2 ," 79,906.0 "," 105,404.0 ",1.319099942,6,3,1,1," 13,248.0 ",42336,520000,273000,1539878000,46800,16380,8190,819
1/4/2016, 39.0 , 43.0 , 1.1 ," 79,945.0 "," 105,447.0 ",1.318994309,14,9,3,1," 13,524.0 ",41472,450000,294000,1540034000,40500,17640,11760,940.8
1/5/2016, 19.0 , 20.0 , 1.1 ," 79,964.0 "," 105,467.0 ",1.318931019,7,3,1,2," 13,800.0 ",41472,540000,327000,1540247000,64800,16350,16350,1471.5
1/6/2016, 33.0 , 36.0 , 1.1 ," 79,997.0 "," 105,503.0 ",1.318836956,13,4,2,1," 13,800.0 ",41040,500000,303000,1540444000,60000,24240,9090,727.2
1/7/2016, 9.0 , 9.0 , 1.0 ," 80,006.0 "," 105,512.0 ",1.31880109,3,2,1,0," 13,248.0 ",41472,495000,324000,1540615000,49500,16200,12960,1036.8
1/8/2016, 40.0 , 41.0 , 1.0 ," 80,046.0 "," 105,553.0 ",1.318654274,15,7,3,3," 13,110.0 ",42336,480000,297000,1540798000,43200,14850,8910,1069.2
1/11/2016, 8.0 , 11.0 , 1.4 ," 80,054.0 "," 105,564.0 ",1.318659905,6,1,0,0," 13,662.0 ",41472,500000,288000,1541010000,45000,17280,11520,1152
1/12/2016, 6.0 , 8.0 , 1.3 ," 80,060.0 "," 105,572.0 ",1.318661004,3,1,1,0," 13,110.0 ",43200,475000,312000,1541173000,38000,15600,12480,1497.6
1/13/2016, 35.0 , 39.0 , 1.1 ," 80,095.0 "," 105,611.0 ",1.318571696,12,7,3,4," 13,800.0 ",42336,460000,282000,1541351000,46000,22560,8460,1015.2
1/14/2016, 34.0 , 37.0 , 1.1 ," 80,129.0 "," 105,648.0 ",1.318473961,14,7,2,2," 13,248.0 ",43200,520000,273000,1541598000,52000,21840,8190,737.1
1/15/2016, 6.0 , 11.0 , 1.8 ," 80,135.0 "," 105,659.0 ",1.31851251,5,2,1,1," 13,248.0 ",41040,530000,330000,1541798000,63600,23100,9900,990
1/18/2016, 43.0 , 46.0 , 1.1 ," 80,178.0 "," 105,705.0 ",1.318379106,18,7,1,1," 13,800.0 ",43200,450000,309000,1541939000,45000,18540,9270,1019.7
1/19/2016, 39.0 , 41.0 , 1.1 ," 80,217.0 "," 105,746.0 ",1.318249249,17,8,4,2," 13,386.0 ",41040,470000,282000,1542127000,51700,14100,11280,1240.8
1/20/2016, 29.0 , 33.0 , 1.1 ," 80,246.0 "," 105,779.0 ",1.318184084,15,6,2,2," 13,386.0 ",41904,505000,273000,1542359000,45450,19110,8190,982.8
1/21/2016, 38.0 , 43.0 , 1.1 ," 80,284.0 "," 105,822.0 ",1.31809576,18,6,1,4," 13,110.0 ",43200,490000,321000,1542528000,58800,25680,9630,1059.3
1/22/2016, 31.0 , 36.0 , 1.2 ," 80,315.0 "," 105,858.0 ",1.318035236,14,5,3,1," 13,248.0 ",42768,515000,330000,1542713000,41200,16500,9900,891
1/25/2016, 8.0 , 10.0 , 1.3 ," 80,323.0 "," 105,868.0 ",1.31802846,4,1,1,0," 13,386.0 ",41472,515000,303000,1542925000,41200,24240,12120,1454.4
1/26/2016, 5.0 , 8.0 , 1.6 ," 80,328.0 "," 105,876.0 ",1.318046011,4,1,0,1," 13,110.0 ",43200,525000,327000,1543123000,47250,22890,16350,1471.5
1/27/2016, 14.0 , 14.0 , 1.0 ," 80,342.0 "," 105,890.0 ",1.31799059,5,3,0,1," 13,386.0 ",43200,485000,321000,1543287000,58200,25680,16050,1605
1/28/2016, 12.0 , 13.0 , 1.1 ," 80,354.0 "," 105,903.0 ",1.317955547,6,2,0,1," 13,800.0 ",42768,480000,291000,1543476000,48000,23280,8730,1047.6
1/29/2016, 31.0 , 32.0 , 1.0 ," 80,385.0 "," 105,935.0 ",1.317845369,14,6,1,1," 13,662.0 ",41904,520000,285000,1543711000,57200,19950,8550,684
2/1/2016, 30.0 , 34.0 , 1.1 ," 80,415.0 "," 105,969.0 ",1.317776534,17,5,3,2," 13,524.0 ",43200,530000,297000,1543944000,58300,23760,11880,1069.2
2/2/2016, 36.0 , 37.0 , 1.0 ," 80,451.0 "," 106,006.0 ",1.317646766,17,7,3,1," 13,800.0 ",43200,550000,273000,1544221000,66000,19110,13650,1365
2/3/2016, 35.0 , 39.0 , 1.1 ," 80,486.0 "," 106,045.0 ",1.317558333,19,5,3,2," 13,110.0 ",41472,465000,312000,1544374000,55800,15600,12480,1248
2/4/2016, 38.0 , 40.0 , 1.1 ," 80,524.0 "," 106,085.0 ",1.317433312,14,6,1,2," 13,386.0 ",42336,475000,282000,1544567000,57000,14100,8460,676.8
2/5/2016, 48.0 , 50.0 , 1.0 ," 80,572.0 "," 106,135.0 ",1.317269026,22,6,2,3," 13,524.0 ",41904,490000,309000,1544748000,53900,21630,15450,1390.5
2/8/2016, 44.0 , 45.0 , 1.0 ," 80,616.0 "," 106,180.0 ",1.317108266,16,8,4,3," 13,524.0 ",41472,480000,285000,1544943000,48000,19950,14250,1140
2/9/2016, 33.0 , 38.0 , 1.2 ," 80,649.0 "," 106,218.0 ",1.317040509,13,5,1,4," 13,800.0 ",41904,480000,303000,1545120000,52800,15150,15150,1212
2/10/2016, 50.0 , 51.0 , 1.0 ," 80,699.0 "," 106,269.0 ",1.316856467,22,9,3,3," 13,800.0 ",41904,490000,306000,1545304000,58800,15300,15300,1224
2/11/2016, 3.0 , 5.0 , 1.7 ," 80,702.0 "," 106,274.0 ",1.31686947,2,1,0,0," 13,800.0 ",42768,480000,279000,1545505000,52800,16740,13950,1395
2/12/2016, 41.0 , 42.0 , 1.0 ," 80,743.0 "," 106,316.0 ",1.316720954,19,7,2,2," 13,662.0 ",42768,510000,300000,1545715000,40800,24000,9000,1080
2/15/2016, 18.0 , 19.0 , 1.1 ," 80,761.0 "," 106,335.0 ",1.316662746,8,3,1,1," 13,110.0 ",42768,450000,270000,1545895000,45000,16200,13500,1215
2/16/2016, 7.0 , 7.0 , 1.0 ," 80,768.0 "," 106,342.0 ",1.316635301,3,1,1,1," 13,110.0 ",41904,490000,291000,1546094000,53900,23280,11640,1280.4
2/17/2016, 42.0 , 45.0 , 1.1 ," 80,810.0 "," 106,387.0 ",1.316507858,18,8,5,2," 13,386.0 ",43200,525000,330000,1546289000,42000,26400,13200,1188
2/18/2016, 24.0 , 27.0 , 1.1 ," 80,834.0 "," 106,414.0 ",1.316450998,10,5,2,1," 13,800.0 ",43200,530000,273000,1546546000,47700,16380,8190,819
2/19/2016, 13.0 , 17.0 , 1.3 ," 80,847.0 "," 106,431.0 ",1.31644959,8,3,1,1," 13,386.0 ",43200,535000,321000,1546760000,53500,19260,9630,1059.3
2/22/2016, 3.0 , 7.0 , 2.3 ," 80,850.0 "," 106,438.0 ",1.316487322,3,1,1,1," 13,386.0 ",42768,540000,324000,1546976000,54000,22680,12960,1555.2
2/23/2016, 5.0 , 7.0 , 1.4 ," 80,855.0 "," 106,445.0 ",1.316492487,2,1,1,1," 13,800.0 ",41040,545000,279000,1547242000,49050,22320,13950,1534.5
2/24/2016, 15.0 , 17.0 , 1.1 ," 80,870.0 "," 106,462.0 ",1.316458514,7,3,1,1," 13,800.0 ",41040,530000,297000,1547475000,58300,23760,11880,1425.6
2/25/2016, 32.0 , 33.0 , 1.0 ," 80,902.0 "," 106,495.0 ",1.316345702,13,5,3,2," 13,800.0 ",43200,510000,309000,1547676000,56100,21630,15450,1390.5
2/26/2016, 30.0 , 32.0 , 1.1 ," 80,932.0 "," 106,527.0 ",1.316253151,12,5,1,3," 13,662.0 ",41040,450000,294000,1547832000,54000,23520,8820,970.2
2/29/2016, 15.0 , 17.0 , 1.1 ," 80,947.0 "," 106,544.0 ",1.316219255,7,3,1,1," 13,800.0 ",42336,460000,270000,1548022000,55200,13500,8100,648
3/1/2016, 7.0 , 11.0 , 1.6 ," 80,954.0 "," 106,555.0 ",1.316241322,5,2,1,0," 13,110.0 ",41472,455000,309000,1548168000,36400,21630,9270,1112.4
3/2/2016, 1.0 , 4.0 , 4.0 ," 80,955.0 "," 106,559.0 ",1.316274473,2,0,0,0," 13,110.0 ",43200,500000,327000,1548341000,45000,16350,9810,981
3/3/2016, 25.0 , 30.0 , 1.2 ," 80,980.0 "," 106,589.0 ",1.316238577,11,4,1,2," 13,386.0 ",42768,480000,294000,1548527000,43200,20580,14700,1470
3/4/2016, 14.0 , 15.0 , 1.1 ," 80,994.0 "," 106,604.0 ",1.316196261,6,2,1,1," 13,248.0 ",41472,505000,300000,1548732000,55550,15000,12000,1200
3/7/2016, 16.0 , 17.0 , 1.1 ," 81,010.0 "," 106,621.0 ",1.316146155,6,2,1,1," 13,800.0 ",42768,480000,318000,1548894000,48000,22260,15900,1908
3/8/2016, 39.0 , 44.0 , 1.1 ," 81,049.0 "," 106,665.0 ",1.316055719,15,6,4,1," 13,524.0 ",41904,475000,318000,1549051000,38000,22260,9540,763.2
3/9/2016, 19.0 , 23.0 , 1.2 ," 81,068.0 "," 106,688.0 ",1.316030986,12,4,1,2," 13,800.0 ",41040,480000,312000,1549219000,52800,21840,15600,1872
3/10/2016, 37.0 , 40.0 , 1.1 ," 81,105.0 "," 106,728.0 ",1.315923802,17,6,2,2," 13,800.0 ",42336,540000,312000,1549447000,48600,24960,15600,1560
3/11/2016, 31.0 , 34.0 , 1.1 ," 81,136.0 "," 106,762.0 ",1.315840071,13,4,2,3," 13,800.0 ",43200,510000,273000,1549684000,61200,13650,13650,1365
3/14/2016, 19.0 , 20.0 , 1.1 ," 81,155.0 "," 106,782.0 ",1.315778449,10,4,1,1," 13,800.0 ",41904,470000,312000,1549842000,51700,15600,9360,1029.6
3/15/2016, 27.0 , 30.0 , 1.1 ," 81,182.0 "," 106,812.0 ",1.315710379,14,5,2,3," 13,386.0 ",41472,475000,327000,1549990000,47500,19620,16350,1471.5
3/16/2016, 49.0 , 50.0 , 1.0 ," 81,231.0 "," 106,862.0 ",1.315532248,16,7,5,2," 13,800.0 ",43200,540000,297000,1550233000,54000,23760,14850,1782
3/17/2016, 49.0 , 52.0 , 1.1 ," 81,280.0 "," 106,914.0 ",1.315378937,24,6,4,2," 13,386.0 ",41040,520000,294000,1550459000,62400,23520,14700,1323
3/18/2016, 34.0 , 37.0 , 1.1 ," 81,314.0 "," 106,951.0 ",1.315283961,19,6,3,1," 13,524.0 ",42768,545000,321000,1550683000,49050,19260,12840,1412.4
3/21/2016, 44.0 , 46.0 , 1.0 ," 81,358.0 "," 106,997.0 ",1.315138032,23,5,1,3," 13,524.0 ",41040,510000,309000,1550884000,61200,21630,9270,1019.7
3/22/2016, 45.0 , 46.0 , 1.0 ," 81,403.0 "," 107,043.0 ",1.314976107,19,6,4,3," 13,386.0 ",42336,475000,276000,1551083000,38000,16560,8280,662.4
3/23/2016, 49.0 , 50.0 , 1.0 ," 81,452.0 "," 107,093.0 ",1.3147989,19,10,4,2," 13,524.0 ",42768,465000,321000,1551227000,51150,22470,12840,1412.4
3/24/2016, 26.0 , 27.0 , 1.0 ," 81,478.0 "," 107,120.0 ",1.314710719,12,5,2,2," 13,800.0 ",43200,455000,300000,1551382000,36400,15000,12000,1440
3/25/2016, 4.0 , 9.0 , 2.3 ," 81,482.0 "," 107,129.0 ",1.314756633,3,1,0,0," 13,800.0 ",42768,485000,315000,1551552000,58200,15750,15750,1417.5
3/28/2016, 28.0 , 31.0 , 1.1 ," 81,510.0 "," 107,160.0 ",1.314685315,11,4,3,1," 13,110.0 ",41472,450000,318000,1551684000,54000,25440,12720,1526.4
3/29/2016, 35.0 , 35.0 , 1.0 ," 81,545.0 "," 107,195.0 ",1.314550248,12,6,3,1," 13,662.0 ",42768,480000,324000,1551840000,48000,22680,9720,777.6
3/30/2016, 18.0 , 21.0 , 1.2 ," 81,563.0 "," 107,216.0 ",1.314517612,10,3,2,1," 13,248.0 ",42336,530000,276000,1552094000,58300,16560,13800,1518
3/31/2016, 12.0 , 16.0 , 1.3 ," 81,575.0 "," 107,232.0 ",1.31452038,6,2,1,1," 13,248.0 ",43200,540000,282000,1552352000,54000,19740,14100,1551
4/1/2016, 45.0 , 49.0 , 1.1 ," 81,620.0 "," 107,281.0 ",1.314395981,17,9,4,3," 13,800.0 ",41904,450000,285000,1552517000,54000,17100,14250,1425
4/4/2016, 9.0 , 10.0 , 1.1 ," 81,629.0 "," 107,291.0 ",1.314373568,5,1,1,0," 13,110.0 ",41040,495000,300000,1552712000,59400,24000,12000,1320
4/5/2016, 7.0 , 10.0 , 1.4 ," 81,636.0 "," 107,301.0 ",1.31438336,5,2,1,1," 13,248.0 ",42768,545000,282000,1552975000,59950,16920,8460,761.4
4/6/2016, 4.0 , 9.0 , 2.3 ," 81,640.0 "," 107,310.0 ",1.314429201,3,1,1,1," 13,110.0 ",41904,510000,285000,1553200000,40800,22800,8550,769.5
4/7/2016, 42.0 , 44.0 , 1.0 ," 81,682.0 "," 107,354.0 ",1.31429201,18,4,4,4," 13,662.0 ",41472,455000,312000,1553343000,54600,24960,12480,1497.6
4/8/2016, 28.0 , 32.0 , 1.1 ," 81,710.0 "," 107,386.0 ",1.314233264,10,5,2,3," 13,248.0 ",41040,530000,324000,1553549000,58300,19440,16200,1944
4/11/2016, 37.0 , 41.0 , 1.1 ," 81,747.0 "," 107,427.0 ",1.314139968,19,8,1,4," 13,800.0 ",42768,530000,273000,1553806000,42400,16380,10920,873.6
4/12/2016, 38.0 , 39.0 , 1.0 ," 81,785.0 "," 107,466.0 ",1.314006236,18,4,4,1," 13,110.0 ",42768,465000,321000,1553950000,37200,19260,12840,1412.4
4/13/2016, 22.0 , 26.0 , 1.2 ," 81,807.0 "," 107,492.0 ",1.313970687,13,5,2,2," 13,662.0 ",42336,515000,330000,1554135000,56650,19800,9900,1188
4/14/2016, 43.0 , 45.0 , 1.0 ," 81,850.0 "," 107,537.0 ",1.313830177,16,7,3,4," 13,800.0 ",42768,450000,297000,1554288000,54000,14850,14850,1633.5
4/15/2016, 13.0 , 14.0 , 1.1 ," 81,863.0 "," 107,551.0 ",1.313792556,4,2,0,1," 13,800.0 ",41040,485000,315000,1554458000,48500,25200,12600,1386
4/18/2016, 32.0 , 33.0 , 1.0 ," 81,895.0 "," 107,584.0 ",1.313682154,11,3,3,3," 13,386.0 ",42768,470000,315000,1554613000,37600,18900,15750,1260
4/19/2016, 7.0 , 11.0 , 1.6 ," 81,902.0 "," 107,595.0 ",1.313704183,3,2,1,0," 13,662.0 ",41472,470000,309000,1554774000,47000,21630,12360,1236
4/20/2016, 22.0 , 23.0 , 1.0 ," 81,924.0 "," 107,618.0 ",1.313632147,11,2,1,1," 13,248.0 ",42336,525000,279000,1555020000,52500,19530,13950,1674
4/21/2016, 4.0 , 5.0 , 1.3 ," 81,928.0 "," 107,623.0 ",1.31362904,2,1,0,0," 13,248.0 ",42768,485000,276000,1555229000,58200,22080,11040,883.2
4/22/2016, 43.0 , 46.0 , 1.1 ," 81,971.0 "," 107,669.0 ",1.313501116,23,9,4,1," 13,386.0 ",43200,505000,303000,1555431000,45450,21210,9090,909
4/25/2016, 8.0 , 13.0 , 1.6 ," 81,979.0 "," 107,682.0 ",1.313531514,5,1,1,1," 13,110.0 ",41472,510000,297000,1555644000,40800,23760,8910,1069.2
4/26/2016, 42.0 , 44.0 , 1.0 ," 82,021.0 "," 107,726.0 ",1.31339535,21,7,4,4," 13,524.0 ",41904,505000,279000,1555870000,60600,13950,11160,1339.2
4/27/2016, 39.0 , 42.0 , 1.1 ," 82,060.0 "," 107,768.0 ",1.313282964,13,7,1,2," 13,662.0 ",41904,520000,330000,1556060000,41600,19800,9900,1188
4/28/2016, 29.0 , 29.0 , 1.0 ," 82,089.0 "," 107,797.0 ",1.313172289,11,6,2,1," 13,524.0 ",42336,510000,303000,1556267000,51000,21210,12120,1090.8
4/29/2016, 31.0 , 31.0 , 1.0 ," 82,120.0 "," 107,828.0 ",1.313054067,16,6,2,1," 13,524.0 ",43200,470000,318000,1556419000,37600,25440,9540,954
5/2/2016, 17.0 , 21.0 , 1.2 ," 82,137.0 "," 107,849.0 ",1.313037973,10,4,2,0," 13,110.0 ",41904,550000,288000,1556681000,66000,17280,14400,1440
5/3/2016, 48.0 , 49.0 , 1.0 ," 82,185.0 "," 107,898.0 ",1.312867312,20,10,4,1," 13,800.0 ",43200,465000,330000,1556816000,46500,23100,16500,1485
5/4/2016, 27.0 , 28.0 , 1.0 ," 82,212.0 "," 107,926.0 ",1.312776724,10,4,3,2," 13,524.0 ",41904,490000,318000,1556988000,58800,15900,15900,1272
5/5/2016, 15.0 , 19.0 , 1.3 ," 82,227.0 "," 107,945.0 ",1.312768312,6,3,1,2," 13,524.0 ",42768,550000,312000,1557226000,66000,18720,15600,1248
5/6/2016, 42.0 , 44.0 , 1.0 ," 82,269.0 "," 107,989.0 ",1.312632948,18,5,1,1," 13,800.0 ",43200,540000,297000,1557469000,48600,23760,8910,801.9
5/9/2016, 44.0 , 48.0 , 1.1 ," 82,313.0 "," 108,037.0 ",1.312514427,23,9,3,3," 13,524.0 ",42336,470000,285000,1557654000,47000,14250,8550,940.5
5/10/2016, 25.0 , 26.0 , 1.0 ," 82,338.0 "," 108,063.0 ",1.312431684,12,4,2,1," 13,524.0 ",41472,475000,297000,1557832000,47500,20790,14850,1633.5
5/11/2016, 16.0 , 19.0 , 1.2 ," 82,354.0 "," 108,082.0 ",1.312407412,6,3,1,1," 13,800.0 ",41904,520000,327000,1558025000,41600,26160,16350,1471.5
5/12/2016, 32.0 , 36.0 , 1.1 ," 82,386.0 "," 108,118.0 ",1.31233462,14,6,1,1," 13,800.0 ",41904,520000,276000,1558269000,57200,13800,13800,1656
5/13/2016, 40.0 , 44.0 , 1.1 ," 82,426.0 "," 108,162.0 ",1.312231577,17,4,2,3," 13,248.0 ",43200,465000,303000,1558431000,37200,24240,12120,1454.4
